69, 3.60399
91588, 3.58636
161479, 3.56872
233713, 3.55109
318124, 3.53316
386762, 3.51553
454569, 3.4979
520166, 3.47997
585028, 3.46234
647725, 3.44441
709655, 3.42678
769478, 3.40885
828225, 3.39122
886038, 3.37359
942912, 3.35566
997771, 3.33803
1051063, 3.33413
1105195, 3.33024
1182910, 3.32635
1231763, 3.32245
1278143, 3.31856
1323219, 3.31466
1365866, 3.31077
1407399, 3.30687
1446005, 3.30298
1483572, 3.29909
1518298, 3.29909
1552099, 3.29909
1600497, 3.29856
1630732, 3.29856
1658742, 3.29469
1685201, 3.29469
1710365, 3.29469
1733063, 3.29416
1754615, 3.29416
1774662, 3.29416
1792265, 3.29363
1808217, 3.29363
1822058, 3.28976
1834271, 3.28976
1845254, 3.28976
1854810, 3.28976
1862962, 3.28976
1938346, 3.28976
1945525, 3.28976
1951203, 3.28976
1955336, 3.28976
1985633, 3.28976
2022994, 3.28976
2050290, 3.28976
2075185, 3.28976
2098560, 3.28976
2120758, 3.28976
2141763, 3.28976
2161402, 3.28976
2179803, 3.28976
2196854, 3.28976
2212379, 3.28976
2230111, 3.28976
2242196, 3.28976
2252491, 3.28976
2261234, 3.28976
2268302, 3.28976
2285098, 3.28976
2384505, 3.28976
2416077, 3.28976
2443410, 3.28976
2469873, 3.28976
2496177, 3.28976
2525758, 3.28976
2557702, 3.28976
2588726, 3.28976
2616673, 3.27682
2643440, 3.26337
2670359, 3.25217
2700021, 3.24133
2730430, 3.23048
2757243, 3.21963
2784098, 3.20878
2810941, 3.20149
2840112, 3.19419
2868296, 3.18689
2895323, 3.1796
2922530, 3.17235
2952810, 3.1651
2980939, 3.15784
3008083, 3.15059
3035193, 3.14344
3065412, 3.13646
3095976, 3.12952
3126247, 3.12287
3157573, 3.11622
3186081, 3.10956
3213380, 3.10291
3240601, 3.09657
3270201, 3.09023
3298765, 3.0839
3326104, 3.07756
3353510, 3.07141
3383408, 3.06591
3414691, 3.06041
3443259, 3.0549
3470892, 3.0494
3498623, 3.0439
3528952, 3.04063
3559896, 3.03737
3588619, 3.03411
3616230, 3.03084
3643774, 3.02764
3673631, 3.02444
3701475, 3.02124
3729312, 3.01804
3757126, 3.01496
3787170, 3.01221
3817797, 3.00993
3848863, 3.00808
3879568, 3.00622
3908635, 3.00437
3936561, 3.00251
3964679, 3.00072
3995130, 2.99915
4026078, 2.99757
4056948, 2.99599
4086196, 2.99442
4114344, 2.99284
4142551, 2.99134
4173001, 2.98983
4202206, 2.98833
4230624, 2.98683
4258764, 2.98615
4290685, 2.98548
4319997, 2.98481
4348309, 2.98414
4376840, 2.98347
4409164, 2.98337
4447613, 2.98337
4486364, 2.98337
4515390, 2.98337
4543918, 2.98337
4574711, 2.98337
4604399, 2.98337
4632992, 2.98337
4661539, 2.98337
4689910, 2.98337
4720832, 2.98337
4760853, 2.98336
4788690, 2.98336
4816883, 2.9831
4844037, 2.9831
4871425, 2.98285
4897700, 2.98285
4926398, 2.98285
4957456, 2.98285
4990827, 2.98285
5030285, 2.98281
5056153, 2.98281
5082141, 2.98256
5107266, 2.98256
5132496, 2.98256
5157628, 2.98256
5182876, 2.98256
5218072, 2.98256
5243296, 2.98256
5267763, 2.98227
5291364, 2.98227
5315199, 2.98227
5340937, 2.98227
5365913, 2.98227
5389717, 2.98227
5413556, 2.98227
5436641, 2.98227
5459646, 2.98227
5482444, 2.98227
5508531, 2.98227
5532559, 2.98227
5560985, 2.98227
5588815, 2.98227
5617290, 2.98227
5644601, 2.98227
5680060, 2.98227
5702608, 2.98227
5725159, 2.98227
5746964, 2.98227
5771374, 2.98227
5796855, 2.98227
5819660, 2.98227
5848954, 2.98227
5871110, 2.98227
5892509, 2.98227
5913358, 2.98227
5941652, 2.98227
5962238, 2.98227
5986284, 2.98227
6006697, 2.98227
6026208, 2.98227
6048588, 2.98227
6070754, 2.98227
6090038, 2.98227
6111721, 2.98227
6136127, 2.98227
